deal_slug,deal_title,merchant,brand_name,headline,category,short_description,description,source,source_file,voucher_url,card_image,banner_image,brand_logo,scraped_discount_percent,discount_percent,raw_offer_text,threshold,token_amount,coupon_prefix,enabled,featured,sort_order,voucher_value,flat_discount_amount,final_payable_after_unlock,original_price,how_to_use,terms_and_conditions
freshmenu-private-unlock,FreshMenu Private Unlock,FreshMenu,FreshMenu,FreshMenu Private Unlock,Food,"Start a private unlock for FreshMenu, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for FreshMenu, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_food.csv,https://www.woohoo.in/freshmenu-e-gift-instant,https://b2cstatic.woohoo.in/media/catalog/product/0/8/08_freshmenu-p-644142.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/0/8/08_freshmenu-p-644142.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/df389155-4025-417c-a94e-e983a6f5c2a2.png,4,44,4% Discount,3,99,FRESHMENU,true,false,124,500,200,280,500,"Log into to your Fresh Menu account (via App or website www.freshmenu.com). | Click on 'My Account' from the menu. | Select the Gift Card section. Tap the 'Redeem' button. | Enter the 16 digit Gift Card number and 6 digit PIN number. Click 'Redeem' button. Note: The Gift Card balance will be added instantly to your Fresh Menu wallet, ready to be used on your next order.","Valid only in Bangalore, Delhi, Gurgaon, and Mumbai. | eGift Card can be used on Freshmenu website, App and M-site. | eGift Card will be valid for a period of up to 12 months from the date of issue. | Entire eGift Card amount will be redeemed and credited to the Freshmenu wallet. After the amount is credited, it can be used across multiple orders. | eGift Card is not redeemable for cash or credit. | If the customer misplaces the eGift card, Freshmenu shall not be responsible to reimburse/refund. | No duplicate will be issued if the eGift card is lost or misplaced. | eGift Card cannot be re-validated once expired. | The holder of the eGift card is deemed to be the beneficiary. | The validity period of the eGift card will not be extended under any circumstances. | Any dispute should be referred to Freshmenu and the decision of Freshmenu shall be final. | If eGift Card is purchased in a city not mentioned above, the amount will not be reimbursed/refunded. | E-Gift cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 hours. | No returns and no refunds on E-Gift Cards, E-Gift Cards and eGift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details."
frido-private-unlock,FRIDO Private Unlock,FRIDO,FRIDO,FRIDO Private Unlock,Beauty & Wellness,"Start a private unlock for FRIDO, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for FRIDO, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_beautyandwellness.csv,https://www.gyftr.com/frido,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_2025-04-11t12_21_561744376798.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_2025-04-11t12_21_561744376798.png&w=384&q=75,,14,54,Savings 14%,3,99,FRIDO,true,false,125,500,200,230,500,Visit the Website & add the product to your cart. | Select the 'Gift Card' option to enter your voucher code. | Enter the amount you wish to redeem.,The GV/GC will be accepted on the website https://www.myfrido.com/.& https://mobility.myfrido.com. | Multiple GV/GC's CAN be combined & added to the e-Pay balance. | The GV/e-Pay is valid on slashed prices and can be clubbed with bank offers. But it cannot be clubbed with any brand promo code applicable on the website(s).
future-world-apple-reseller-private-unlock,FUTURE WORLD - APPLE RESELLER Private Unlock,FUTURE WORLD - APPLE RESELLER,FUTURE WORLD - APPLE RESELLER,FUTURE WORLD - APPLE RESELLER Private Unlock,Electronics,"Start a private unlock for FUTURE WORLD - APPLE RESELLER, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for FUTURE WORLD - APPLE RESELLER, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_electronics.csv,https://www.gyftr.com/future-world,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_fw1730115164.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_fw1730115164.png&w=384&q=75,,3,43,Savings 3%,3,99,FUTUREWORLDA,true,false,126,500,200,285,500,"Share the Voucher code with the cashier along with your mobile number. | Share your mobile number with the cashier to check e-Pay balance and vouchers, confirm the amount, provide the OTP received, and pay the remaining balance using another payment method. | Pay the balance if any using any other payment mode.",The GV/GC will be accepted at the stores and on the website: www.futureworldindia.in . | The GV/GC cannot be clubbed with any ongoing offer. | Multiple GVs can be combined and added to the e-Pay balance.
gaana-private-unlock,Gaana Private Unlock,Gaana,Gaana,Gaana Private Unlock,Ecommerce,"Start a private unlock for Gaana, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Gaana, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_ecommerce.csv,https://www.gyftr.com/gaanaplus,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F374.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F374.png&w=384&q=75,,16,56,Savings 16%,3,99,GAANA,true,false,127,500,200,220,500,Follow these steps | You will also have to Sign In to your Gaana account during the process.,"Subscription once activated cannot be cancelled or refunded. | To view your Gaana Plus Subscription, please go to your profile on the top right corner of the Gaana App and it will reflect the No. of days till when your Gaana Plus Subscription is valid."
gas-luxe-private-unlock,Gas - LUXE Private Unlock,Gas - LUXE,Gas - LUXE,Gas - LUXE Private Unlock,Fashion & Lifestyle,"Start a private unlock for Gas - LUXE, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Gas - LUXE, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_fashionandlifestyle.csv,https://www.woohoo.in/gas-luxe-e-gift-card-instant-voucher,"data:image/svg+xml,%3Csvg%20version%3D%221.1%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20xmlns%3Axlink%3D%22http%3A%2F%2Fwww.w3.org%2F1999%2Fxlink%22%20viewBox%3D%220%200%20312%20200%22%3E%3Cstyle%3E.st0%7Bfill%3A%23F2F2F2%7D.st1%7Bfill%3A%23CCCCCC%7D.st2%7Bfill%3A%23FFFFFF%7D%3C%2Fstyle%3E%3Cpath%20class%3D%22st0%22%20d%3D%22M302%2C200H10c-5.5%2C0-10-4.5-10-10V10C0%2C4.5%2C4.5%2C0%2C10%2C0h292c5.5%2C0%2C10%2C4.5%2C10%2C10v180C312%2C195.5%2C307.5%2C200%2C302%2C200z%22%2F%3E%3Cpath%20class%3D%22st1%22%20d%3D%22M190%2C100c0%2C18.5-15%2C33.4-33.4%2C33.4s-33.4-15-33.4-33.4s15-33.4%2C33.4-33.4S190%2C81.5%2C190%2C100z%22%2F%3E%3Cpolygon%20class%3D%22st2%22%20points%3D%22166.5%2C92.4%20162.5%2C103.6%20159.5%2C95.3%20158.5%2C92.4%20154.4%2C92.4%20153.4%2C95.3%20150.6%2C103.3%20146.7%2C92.4%20140.6%2C92.4%20147.5%2C111.8%20148.3%2C114%20152.8%2C114%20153.6%2C111.8%20156.4%2C103.7%20159.4%2C112.1%20160.2%2C114%20164.9%2C114%20165.5%2C112.1%20172.5%2C92.4%22%2F%3E%3Cpath%20class%3D%22st2%22%20d%3D%22M156.6%2C68.7c-17.2%2C0-31.2%2C14-31.2%2C31.3c0%2C17.2%2C14%2C31.2%2C31.3%2C31.2s31.2-14%2C31.2-31.3c0-17.2-14-31.1-31.2-31.2H156.6z%20M156.6%2C128.9c-16%2C0-28.9-12.9-28.9-28.9s12.9-28.9%2C28.9-28.9S185.5%2C84%2C185.5%2C100c0%2C0%2C0%2C0%2C0%2C0l0%2C0C185.5%2C115.9%2C172.6%2C128.9%2C156.6%2C128.9L156.6%2C128.9z%22%2F%3E%3Cpath%20class%3D%22st2%22%20d%3D%22M156.6%2C73.5c-14.7%2C0-26.5%2C11.9-26.5%2C26.5s11.9%2C26.5%2C26.5%2C26.5c14.7%2C0%2C26.5-11.9%2C26.5-26.5l0%2C0l0%2C0c0-14.6-11.8-26.5-26.4-26.5H156.6z%20M156.6%2C124.1c-13.3%2C0-24.1-10.8-24.1-24.1s10.8-24.1%2C24.1-24.1c13.3%2C0%2C24.1%2C10.8%2C24.1%2C24.1C180.7%2C113.3%2C169.9%2C124.1%2C156.6%2C124.1z%22%2F%3E%3Cpath%20class%3D%22st2%22%20d%3D%22M156.6%2C77.7c-12.3%2C0-22.3%2C10-22.3%2C22.3s10%2C22.3%2C22.3%2C22.3c12.3%2C0%2C22.3-10%2C22.3-22.3l0%2C0l0%2C0c0-12.3-9.9-22.3-22.2-22.3c0%2C0%2C0%2C0%2C0%2C0H156.6z%20M156.6%2C120.3c-11.2%2C0-20.3-9.1-20.3-20.3s9.1-20.3%2C20.3-20.3c11.2%2C0%2C20.3%2C9.1%2C20.3%2C20.3c0%2C0%2C0%2C0%2C0%2C0l0%2C0C176.9%2C111.2%2C167.8%2C120.3%2C156.6%2C120.3C156.6%2C120.3%2C156.6%2C120.3%2C156.6%2C120.3z%22%2F%3E%3C%2Fsvg%3E","data:image/svg+xml,%3Csvg%20version%3D%221.1%22%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20xmlns%3Axlink%3D%22http%3A%2F%2Fwww.w3.org%2F1999%2Fxlink%22%20viewBox%3D%220%200%20312%20200%22%3E%3Cstyle%3E.st0%7Bfill%3A%23F2F2F2%7D.st1%7Bfill%3A%23CCCCCC%7D.st2%7Bfill%3A%23FFFFFF%7D%3C%2Fstyle%3E%3Cpath%20class%3D%22st0%22%20d%3D%22M302%2C200H10c-5.5%2C0-10-4.5-10-10V10C0%2C4.5%2C4.5%2C0%2C10%2C0h292c5.5%2C0%2C10%2C4.5%2C10%2C10v180C312%2C195.5%2C307.5%2C200%2C302%2C200z%22%2F%3E%3Cpath%20class%3D%22st1%22%20d%3D%22M190%2C100c0%2C18.5-15%2C33.4-33.4%2C33.4s-33.4-15-33.4-33.4s15-33.4%2C33.4-33.4S190%2C81.5%2C190%2C100z%22%2F%3E%3Cpolygon%20class%3D%22st2%22%20points%3D%22166.5%2C92.4%20162.5%2C103.6%20159.5%2C95.3%20158.5%2C92.4%20154.4%2C92.4%20153.4%2C95.3%20150.6%2C103.3%20146.7%2C92.4%20140.6%2C92.4%20147.5%2C111.8%20148.3%2C114%20152.8%2C114%20153.6%2C111.8%20156.4%2C103.7%20159.4%2C112.1%20160.2%2C114%20164.9%2C114%20165.5%2C112.1%20172.5%2C92.4%22%2F%3E%3Cpath%20class%3D%22st2%22%20d%3D%22M156.6%2C68.7c-17.2%2C0-31.2%2C14-31.2%2C31.3c0%2C17.2%2C14%2C31.2%2C31.3%2C31.2s31.2-14%2C31.2-31.3c0-17.2-14-31.1-31.2-31.2H156.6z%20M156.6%2C128.9c-16%2C0-28.9-12.9-28.9-28.9s12.9-28.9%2C28.9-28.9S185.5%2C84%2C185.5%2C100c0%2C0%2C0%2C0%2C0%2C0l0%2C0C185.5%2C115.9%2C172.6%2C128.9%2C156.6%2C128.9L156.6%2C128.9z%22%2F%3E%3Cpath%20class%3D%22st2%22%20d%3D%22M156.6%2C73.5c-14.7%2C0-26.5%2C11.9-26.5%2C26.5s11.9%2C26.5%2C26.5%2C26.5c14.7%2C0%2C26.5-11.9%2C26.5-26.5l0%2C0l0%2C0c0-14.6-11.8-26.5-26.4-26.5H156.6z%20M156.6%2C124.1c-13.3%2C0-24.1-10.8-24.1-24.1s10.8-24.1%2C24.1-24.1c13.3%2C0%2C24.1%2C10.8%2C24.1%2C24.1C180.7%2C113.3%2C169.9%2C124.1%2C156.6%2C124.1z%22%2F%3E%3Cpath%20class%3D%22st2%22%20d%3D%22M156.6%2C77.7c-12.3%2C0-22.3%2C10-22.3%2C22.3s10%2C22.3%2C22.3%2C22.3c12.3%2C0%2C22.3-10%2C22.3-22.3l0%2C0l0%2C0c0-12.3-9.9-22.3-22.2-22.3c0%2C0%2C0%2C0%2C0%2C0H156.6z%20M156.6%2C120.3c-11.2%2C0-20.3-9.1-20.3-20.3s9.1-20.3%2C20.3-20.3c11.2%2C0%2C20.3%2C9.1%2C20.3%2C20.3c0%2C0%2C0%2C0%2C0%2C0l0%2C0C176.9%2C111.2%2C167.8%2C120.3%2C156.6%2C120.3C156.6%2C120.3%2C156.6%2C120.3%2C156.6%2C120.3z%22%2F%3E%3C%2Fsvg%3E",https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/61cae674-e1ce-41f9-b450-8235fe31843d.png,10,50,10% Discount,3,99,GASLUXE,true,false,128,500,200,250,500,"Purchase the e-gift card. You will receive the e-gift card on your registered email/mobile number. | You can use the unique card number on your online checkout. | The merchandise cost will be deducted from the gift card, in case the merchandise value is more than the e-gift card, the user needs to pay the difference amount.","These Terms & Conditions are for the electronic version of the Luxe Gift Card. | Luxe Gift Card is issued by Pine Labs Limited (formerly known as Pine Labs Private Limited) and is valid for 12 months from the date of purchase. | Luxe Gift Card is redeemable at more than 45 participatory brands across India. | For locations, visit - https://www.luxegiftcard.com/brands#store_location | Luxe Gift Card is not redeemable at airport stores. | The Gift Card can also be redeemed at below brand website | https://www.armaniexchange.in | https://www.stevemadden.in | https://dieselindia.com | https://www.superdry.in | https://www.mothercare.in | https://www.gasjeans.in | https://www.sunglasshut.in | https://www.muji.in | https://www.hamleys.in | https://www.satyapaul.com | https://brooksbrothers.in | https://www.hunkemoller.in | https://www.tumi.in | https://www.potterybarn.in | https://www.potterybarnkids.in | https://www.westelm.in | https://www.ritukumar.com | Luxe Gift Card can be redeemed only once until expiry. | In case the value of the merchandise exceeds the value of the gift card, the difference shall be paid by the bearer. No refunds/credit note shall be issued for unused part of the Luxe Gift Card. | Protect the Luxe Gift Card to avoid misuse. RBL or Pine Labs Limited shall not assume any liability in case the PIN gets stolen / compromised, RBL shall neither replace the Luxe Gift Card nor refund in any form. | Multiple Luxe Gift Cards can be used in a single transaction. | Once issued, Luxe Gift Card cannot be cancelled or blocked. | Luxe Gift Card can be redeemed only against full priced merchandise. | To activate this gift card, SMS ACT&lt;16-Digit Card Number&gt;&lt;6-Digit Card Pin&gt; to 9704200300 | The registration can also happen through logging in to the SSA portal https://bit.ly/4072sdb | For balance enquiry & validity, please SMS &lt;16-Digit Card Number&gt; to 9704200300 or visit any merchant location. | For complete T&Cs, participating brands and store locations visit luxegiftcard.com | For bulk enquiries or assistance, contact us at info@luxegiftcard.com | You can change the language for transaction alert via SMS notifications, please write to gcsupport.woohoo@pinelabs.com . You can choose to receive SMS in any of one language – Hindi, Telugu, Tamil, Kannada, Marathi, Bengali, Gujarati, Odia, Punjabi, Malayalam and Assamese. While sending the email, please mention the registered mobile against your gift card number and your preferred language option for getting these SMS. | Pine Labs will take up to 15 working days to update your SMS language preference. Please note, once your language preference is recorded for Luxe Gift Card, all future transaction alert SMS will be sent on your mobile number in your preferred language."
gas-bill-payment-private-unlock,Gas Bill Payment Private Unlock,Gas Bill Payment,Gas Bill Payment,Gas Bill Payment Private Unlock,Ecommerce,"Start a private unlock for Gas Bill Payment, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Gas Bill Payment, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_ecommerce.csv,https://www.gyftr.com/gas-bill-payment,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1759220118.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1759220118.png&w=384&q=75,,,40,,3,99,GASBILLPAYME,true,false,129,500,200,300,500,,The GV/e-Pay CAN be used Online at www.gyftr.com/loyaltylifecycle/bills-utilities/lpg-gas | GV/e-Pay is valid only for services and billers available on www.gyftr.com/loyaltylifecycle/bills-utilities | Partial redemption allowed; remaining balance usable until expiry. | Some billers take up to 3 business days to accept the payment after the transaction is completed.
giorgio-armani-luxe-private-unlock,Giorgio Armani- Luxe Private Unlock,Giorgio Armani- Luxe,Giorgio Armani- Luxe,Giorgio Armani- Luxe Private Unlock,Fashion,"Start a private unlock for Giorgio Armani- Luxe, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Giorgio Armani- Luxe, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/giorgio-armani--luxe-gift-card,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_giorgio-armani1759919016.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_giorgio-armani1759919016.png&w=384&q=75,,,40,,3,99,GIORGIOARMAN,true,false,130,500,200,300,500,Follow these steps to get your Giorgio Armani Luxe Gift Card | The attendant will deduct the voucher value from your bill.,Multiple Gift Vouchers CAN be used in one bill. | This Luxe Gift Card is redeemable at more than 45+ participatory brands across India. | Gift Vouchers CANNOT be used during Sale. | Gift Vouchers are ACCEPTED at all listed Outlets. | EGV is ONE time use.
giva-private-unlock,GIVA Private Unlock,GIVA,GIVA,GIVA Private Unlock,Ecommerce,"Start a private unlock for GIVA, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for GIVA, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_ecommerce.csv,https://www.gyftr.com/giva,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1759743490.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1759743490.png&w=384&q=75,,13,53,Savings 13%,3,99,GIVA,true,false,131,500,200,235,500,Follow these steps to redeem a GIVA Gift Cards,"This is a GIVA Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted on the listed outlets & website. | Maximum of 10 GV/ GC can be used in one bill. | GIVA GV/GC can be used during sale | GV/GC is not applicable Silver Chains, Silver Anklets, Silver Toe Rings, Gold Jewellery, Gold-Diamond and Silver-Diamond Jewellery, Silver & Gold Coins, Idols, and Utensils."
giva-gold-jewellery-private-unlock,GIVA Gold Jewellery Private Unlock,GIVA Gold Jewellery,GIVA Gold Jewellery,GIVA Gold Jewellery Private Unlock,Ecommerce,"Start a private unlock for GIVA Gold Jewellery, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for GIVA Gold Jewellery, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_ecommerce.csv,https://www.gyftr.com/giva-gold-jewellery,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1759743521.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1759743521.png&w=384&q=75,,4.5,44,Savings 4.5%,3,99,GIVAGOLDJEWE,true,false,132,500,200,280,500,Follow these steps to redeem a GIVA Gold Jewellery Gift Cards,This is a GIVA Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted on the listed outlets & website. | Maximum of 10 GV/ GC can be used in one bill. | GIVA GV / GC can be used during sale
giva-jewellery-private-unlock,Giva Jewellery Private Unlock,Giva Jewellery,Giva Jewellery,Giva Jewellery Private Unlock,Jewellery,"Start a private unlock for Giva Jewellery, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Giva Jewellery, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_jewellery.csv,https://www.woohoo.in/giva-silver-jewellery-e-gift-card,https://b2cstatic.woohoo.in/media/catalog/product/1/0/10_giva_jewellery-p-5878975.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/1/0/10_giva_jewellery-p-5878975.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/7938931f-15f9-4cb1-99e3-23b4e2434854.png,13,53,13% Discount,3,99,GIVAJEWELLER,true,true,133,500,200,235,500,"Online Redemption | Visit us at https://www.giva.co/ or download the GIVA Jewellery App. | Proceed to checkout and enter your 16-digit gift card number and 6-digit PIN in the ‘Apply Gift Card’ field. | Redeem the amount of your choice. | Offline Redemption | Visit a GIVA store near you (or visit https://www.giva.co/pages/store-locator to find the nearest store). | Select the products of your choice. | While billing, prompt the store team about redeeming your gift card. | Punch in the details as requested by them.","Applicable at GIVA Jewellery's website, and Exclusive Brand Outlets. | The validity of the e-Gift Card is 6 months from the date of issue. | The Gift Cards are only valid on Silver Jewellery, Perfumes and Candles. | Gift Cards are not Valid on Gold, Gold Diamonds, and Silver Diamond Jewellery, Silver & Gold Coins, Idols, and Utensils. | Orders placed using Gift Cards cannot be modified | Gift Cards are multi redeemable | Valid only in India | Only valid on the GIVA Website and GIVA Exclusive Brand Outlets. | Refunds for orders processed through Gift Cards will be credited to the GIVA Wallet | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours. | No returns and no refunds on gift cards, e-gift cards and gift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details."
giva-jewellery-gold-private-unlock,Giva Jewellery Gold Private Unlock,Giva Jewellery Gold,Giva Jewellery Gold,Giva Jewellery Gold Private Unlock,Jewellery,"Start a private unlock for Giva Jewellery Gold, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Giva Jewellery Gold, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_jewellery.csv,https://www.woohoo.in/giva-gold-jewellery-e-gift-card,https://b2cstatic.woohoo.in/media/catalog/product/0/9/09_giva_gold_jewellery-p-5883386.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/0/9/09_giva_gold_jewellery-p-5883386.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/7938931f-15f9-4cb1-99e3-23b4e2434854.png,4,44,4% Discount,3,99,GIVAJEWELLER,true,false,134,500,200,280,500,"Online Redemption | Visit us at https://www.giva.co/ or download the GIVA Jewellery App. | Proceed to checkout and enter your 16-digit gift card number and 6-digit PIN in the ‘Apply Gift Card’ field. | Redeem the amount of your choice. | Offline Redemption | Visit a GIVA store near you (or visit https://www.giva.co/pages/store-locator to find the nearest store). | Select the products of your choice. | While billing, prompt the store team about redeeming your gift card. | Punch in the details as requested by them.","Applicable at GIVA Jewellery's website, app, and Exclusive Brand Outlets. | The validity of the e-Gift Card is 6 months from the date of issue. | The Gift Cards are only valid on Gold-Diamond Jewellery and Silver Diamond Jewellery. | Gift Cards are not Valid on Silver & Gold Coins, Gold Chains, Idols, and Utensils. | Orders placed using Gift Cards cannot be modified. | Gift Cards are multi redeemable | Valid only in India. | Refunds for orders processed through Gift Cards will be credited to the GIVA Wallet. | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours. | No returns and no refunds on gift cards, e-gift cards and gift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details."
giva-silver-coin-private-unlock,Giva Silver Coin Private Unlock,Giva Silver Coin,Giva Silver Coin,Giva Silver Coin Private Unlock,Jewellery,"Start a private unlock for Giva Silver Coin, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Giva Silver Coin, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_jewellery.csv,https://www.woohoo.in/giva-silver-coin-e-gift-card,https://b2cstatic.woohoo.in/media/catalog/product/1/1/11_giva_silver_coin-p-5894858.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/1/1/11_giva_silver_coin-p-5894858.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/7938931f-15f9-4cb1-99e3-23b4e2434854.png,6,46,6% Discount,3,99,GIVASILVERCO,true,false,135,500,200,270,500,"Online Redemption | Visit us at https://www.giva.co/ or download the GIVA Jewellery App. | Proceed to checkout and enter your 16-digit gift card number and 6-digit PIN in the ‘Apply Gift Card’ field. | Redeem the amount of your choice. | Offline Redemption | Visit a GIVA store near you (or visit https://www.giva.co/pages/store-locator to find the nearest store). | Select the products of your choice. | While billing, prompt the store team about redeeming your gift card. | Punch in the details as requested by them.","This is a GIVA Silver Coin Gift Card (GV/GC) that will be accepted on the website, App & Store - https://www.giva.co/collections/silver-coins | The validity of the e-Gift Card is 6 months from the date of issue. | Not applicable on Gold Jewellery, Gold Coins. | The user with GIVA GC is deemed the beneficiary. | Once activated, the membership cannot be transferred to another user. | The GV/GCs are not for resale nor redeemable for cash. | GIVA is not responsible if the GV/GC is lost, stolen, or used without permission. | Multiple GC can be used for one Order. | This is a one-time use GV/GC with an expiration date. | The GC CANNOT be revalidated once expired or canceled under any situation. | The GC can be clubbed with any existing offer on its website. | GIVA reserves the right to withdraw, modify, cancel, or change the offer at any point without prior notice and at their sole discretion. | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours. | No returns and no refunds on gift cards, e-gift cards and gift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details."
